gene_id	perc_covered	lovcov_positions
2242	83.956574185766	chr15:90890091-90890278 chr15:90890981-90891191
2243	97.9253112033195	chr4:154590633-154590687
2244	100	
2245	78.064738292011	chrX:54467783-54467932 chrX:54470582-54470760 chrX:54495125-54495432
2246	100	
2247	33.5632183908046	chr4:122826775-122827352
2248	14.5228215767635	chr11:69810304-69810700 chr11:69818713-69818933
2249	45.3525641025641	chr11:69774744-69775084
225	100	
2250	100	
2251	100	
2252	100	
2253	39.136302294197	chr10:101770328-101770619 chr10:101775129-101775216 chr10:101775739-101775776 chr10:101775868-101775900
2254	100	
2255	100	
2256	72.2460658082976	chr17:7439620-7439813
225689	86.4160097028502	chr8:143718992-143719156 chr8:143720229-143720287
2257	100	
2258	100	
2259	73.2502396931927	chr13:101827865-101827922 chr13:101916452-101916645 chr13:102193036-102193040 chr13:102220696-102220709 chr13:102293973-102293980
226	88.783570300158	chr16:30066897-30067038
2260	82.9489867225716	chr8:38412388-38412595 chr8:38429681-38429948 chr8:38461095-38461106
2261	73.1958762886598	chr4:1793934-1794043 chr4:1799253-1799523 chr4:1801366-1801536 chr4:1804820-1804969
2262	90.5037637521714	chr13:91399046-91399209
2263	94.3848354792561	chr10:121479580-121479670 chr10:121526154-121526194 chr10:121526728-121526752
2264	100	
2266	98.8464311463591	chr4:154604339-154604354
2267	100	
2268	90.1936289818863	chr1:27615688-27615844
2271	91.3804277381724	chr1:241519590-241519722
2272	100	
2273	94.6551724137931	chrX:136196802-136196863
2274	100	
2275	100	
2277	100	
22794	89.0823529411765	chr17:40140548-40140779
22795	100	
22796	100	
22797	94.0071556350626	chr7:115968184-115968250
22798	96.4614551363062	chr7:108075737-108075932
2280	67.9611650485437	chr20:1370028-1370072 chr20:1392833-1392881 chr20:1392961-1392998
22800	81.92	chr11:14358762-14358870 chr11:14364390-14364393
22801	90.6032805115374	chr15:68303058-68303130 chr15:68307347-68307443 chr15:68311289-68311403 chr15:68432014-68432066
22802	100	
22803	87.9110554337613	chr20:21303398-21303473 chr20:21303538-21303847
22806	100	
22807	100	
22808	100	
22809	0	chr19:49930850-49931028 chr19:49932421-49933092
2281	89.8936170212766	chr2:24049849-24049886
22818	96.7521367521367	chr12:54325163-54325181
22820	98.565496413741	chr3:129249709-129249746
22821	88.7702649268486	chr13:114018103-114018252 chr13:114029810-114029887 chr13:114132434-114132489
22822	0	chr12:76030535-76031741
22823	100	
22824	98.7607960946301	chr4:127782059-127782061 chr4:127783651-127783680
22826	100	
22827	73.2494529540481	chr8:143816909-143817145 chr8:143821596-143821686 chr8:143827384-143827519 chr8:143829279-143829303
22828	92.0193470374849	chr6:154733422-154733550 chr6:154733794-154733930 chr6:154741955-154742018
22829	0	chrY:14622119-14622591 chrY:14719458-14719518 chrY:14723116-14723269 chrY:14733451-14733537 chrY:14824187-14824373 chrY:14829729-14830519 chrY:14840412-14841262
22832	76.7343086361491	chr6:84146686-84146785 chr6:84152544-84153179 chr6:84175213-84175347 chr6:84193608-84193690 chr6:84201736-84201767
22834	100	
22835	100	
22836	100	
22837	93.2153392330383	chr2:164665892-164665901 chr2:164727105-164727144 chr2:164800533-164800554 chr2:164841155-164841246 chr2:164841956-164842044
22838	37.0511841100076	chr5:176530081-176530206 chr5:176530581-176530743 chr5:176530847-176531021 chr5:176531462-176531630 chr5:176532003-176532193
22839	92.1688688366097	chr20:36436108-36436350
22841	96.1993769470405	chr10:118033981-118034041
22843	79.5604395604396	chr17:58755997-58756461
22844	100	
22845	100	
22846	61.6289592760181	chr14:76762821-76763130 chr14:76777958-76778071
22847	100	
22848	72.4348120555368	chr2:69461666-69461711 chr2:69480859-69480961 chr2:69495984-69496080 chr2:69514470-69514749 chr2:69518953-69519240
22849	52.836380684482	chr10:92239345-92240350
22850	100	
22852	100	
22853	97.7021652673442	chr7:98107177-98107280
22854	86.8376068376068	chr1:107480610-107480840
22856	86.6915422885572	chr15:101251136-101251456
22858	100	
22859	74.5728417266187	chr19:14150872-14151615 chr19:14161311-14161626 chr19:14183532-14183602
2286	35.408245755861	chr11:64241279-64242077
22861	91.8864996674795	chr17:5533291-5533384 chr17:5583686-5583957
22862	100	
22863	85.0906648757555	chr14:55411601-55411822
22864	64.4115796098175	chr12:57272452-57272554 chr12:57288856-57288910 chr12:57289008-57289040 chr12:57292571-57292667 chr12:57295398-57295507 chr12:57296410-57296551 chr12:57297327-57297387 chr12:57298089-57298168 chr12:57299351-57299478 chr12:57300094-57300181 chr12:57303175-57303217 chr12:57305639-57305663 chr12:57310263-57310428
22865	100	
22866	100	
22868	100	
22869	100	
2287	100	
22870	81.8658673660547	chr19:55231801-55231982 chr19:55232074-55232211 chr19:55241476-55241639
22871	95.3058868795691	chr3:173605533-173605593 chr3:173800292-173800352
22872	98.2685135855088	chr4:82891087-82891151
22873	78.5823170731707	chr13:95641294-95641855
22874	69.9715819387433	chr1:204223469-204223585 chr1:204230412-204230586 chr1:204244863-204245003 chr1:204257352-204257869
22875	100	
22876	97.2190692395006	chr10:119726262-119726359
22877	85.0918257111991	chr12:122078853-122079266
22878	96.356928752594	chr18:31942607-31942764
22879	97.7474807350326	chr16:77191221-77191258
2288	100	
22880	94.88	chr22:30956762-30956797 chr22:30958640-30958694 chr22:30967821-30967889
22881	88.4492951341519	chr6:89612271-89612370 chr6:89624538-89624691
22882	100	
22883	96.8971332209106	chr1:9823642-9823733
22884	100	
22885	98.5280151946819	chr5:149259545-149259575
22887	100	
22888	100	
22889	90.5863367401829	chr1:155917498-155917672
2289	100	
22890	1.74232003668042	chr14:64521504-64523646
22891	100	
22893	100	
22894	89.9561846983485	chr13:72781288-72781356 chr13:72781604-72781832
22895	95.2019002375297	chr12:112836490-112836502 chr12:112875083-112875170
22897	96.1790639837215	chr11:117381700-117381868
22898	80.6092843326886	chr8:141128707-141128809 chr8:141136508-141136791 chr8:141142299-141142319 chr8:141192525-141192918
22899	100	
229	100	
2290	0	chr14:28767279-28768749
22900	81.0874704491726	chr19:48204196-48204243 chr19:48232452-48232493 chr19:48233828-48233842 chr19:48238378-48238532 chr19:48240961-48241020
22901	94.9790794979079	chr17:68440700-68440783
22902	82.5537294563843	chr4:70704936-70705294 chr4:70741626-70741680
22903	89.3242475865985	chr20:11890767-11890954
22904	41.7354397547748	chr19:1108219-1108704 chr19:1108778-1108969 chr19:1109134-1109211 chr19:1109291-1109423 chr19:1111018-1111093 chr19:1112188-1112301 chr19:1114230-1114422 chr19:1116828-1116926 chr19:1117322-1117499 chr19:1119905-1120023 chr19:1122138-1122282 chr19:1122467-1122558 chr19:1122657-1122791 chr19:1122893-1123045 chr19:1132089-1132197 chr19:1149368-1149442 chr19:1154183-1154276
22905	91.1111111111111	chr17:19285619-19285790
22906	82.9343846803717	chr3:42149535-42149599 chr3:42202435-42202901 chr3:42220498-42220571
22907	100	
22908	98.2162162162162	chr3:45689465-45689497
22909	100	
22911	100	
22913	76.4008620689655	chr20:34077027-34077245
22914	100	
22915	100	
22916	95	chr3:196941934-196941958
22917	100	
22918	1.32585415604284	chr20:23084258-23086192
22919	100	
22920	96.5392354124748	chr1:170041676-170041761
22921	78.5198555956679	chr10:23095608-23095726
22924	100	
22925	97.5169300225734	chr2:160062294-160062403
22926	100	
22927	72	chr9:96450279-96450628
22928	0	chr16:30444380-30445727
22929	100	
22930	99.2647058823529	chr2:135167692-135167713
22931	79.2328042328042	chr10:27504369-27504437 chr10:27531528-27531615
22932	34.5549738219895	chr7:76611721-76611813 chr7:76618182-76618300 chr7:76625521-76625683
22933	100	
22934	69.7354497354497	chr2:88691698-88691983
22936	100	
22937	78.1460383221129	chr3:47417303-47417826 chr3:47418133-47418249 chr3:47418320-47418522
22938	100	
2294	14.1856392294221	chr16:86510569-86511548
22941	22.5145682500441	chr11:70485313-70487720 chr11:70500569-70500590 chr11:70501922-70501931 chr11:70502205-70502286 chr11:70698687-70698763 chr11:70798442-70798556 chr11:70807001-70807171 chr11:70820363-70820682 chr11:70896500-70896567 chr11:71056480-71056558 chr11:71075158-71075275 chr11:71092421-71092589 chr11:71094536-71094688 chr11:71109940-71110049 chr11:71113292-71113364 chr11:71118828-71119032 chr11:71147119-71147326
22943	100	
22944	100	
22948	97.4404761904762	chr5:10250003-10250045
22949	97.2736124634859	chr9:111549772-111549799
2295	12.341062079282	chr6:1389947-1391118
22950	100	
22953	82.1989528795812	chr12:132618816-132618989 chr12:132619999-132620096
22954	100	
22955	94.5179584120983	chr1:41159724-41159730 chr1:41160874-41160898 chr1:41161363-41161432 chr1:41186120-41186133
2296	0	chr6:1610445-1612107
2297	0	chr5:73446964-73448362
22974	100	
22976	73.0114515629836	chr7:154968402-154969126 chr7:154991005-154991069 chr7:155002848-155002929
22977	78.5643070787637	chr1:19288495-19288709
22978	94.6330777656079	chr10:103136248-103136330 chr10:103153290-103153304
22979	0	chr2:25042312-25042319 chr2:25091324-25091401 chr2:25093002-25093130 chr2:25103636-25103787 chr2:25121672-25121794 chr2:25128182-25128332 chr2:25129974-25130109 chr2:25130551-25130630 chr2:25131367-25131503 chr2:25131749-25131911 chr2:25132902-25133014 chr2:25133382-25133434 chr2:25135466-25135639 chr2:25136522-25136598 chr2:25137340-25137502 chr2:25139058-25139190 chr2:25141365-25141433 chr2:25143734-25143862 chr2:25144959-25145051 chr2:25149693-25149742 chr2:25151913-25152020 chr2:25153711-25153761 chr2:25154234-25154340
2298	100	
22980	78.4285017081503	chr16:89873667-89873859 chr16:89904117-89904205 chr16:89904937-89905096
22981	74.8801534036433	chr20:25476042-25477089
22982	98.1733220050977	chr10:689493-689578
22983	68.0945347119646	chr19:12867729-12867977 chr19:12873608-12874870
22984	96.0891877543798	chr10:103421347-103421567
22985	88.8437649307215	chr14:23061297-23061622 chr14:23071124-23071147 chr14:23071426-23071542
22986	83.008658008658	chr10:104641327-104641954
22987	98.5637342908438	chr5:76353129-76353160
22989	100	
2299	49.5171202809482	chr5:170105957-170106531
22990	97.8193146417446	chr14:70907850-70908003
22992	95.5610021786492	chr11:67240207-67240369
22993	0	chr5:150004852-150004989 chr5:150006472-150006647 chr5:150010110-150010608 chr5:150012254-150012353 chr5:150018565-150018697 chr5:150024261-150024680 chr5:150026705-150026881 chr5:150027019-150027117 chr5:150030740-150030839 chr5:150032453-150032603 chr5:150036635-150036937 chr5:150037399-150037527 chr5:150040747-150040879 chr5:150041784-150041969 chr5:150045465-150045685 chr5:150047623-150047757 chr5:150048568-150048685 chr5:150050251-150050461 chr5:150051724-150052192
22994	77.4794018919744	chr17:81193925-81194127 chr17:81196929-81197055 chr17:81198105-81198297 chr17:81198876-81198971 chr17:81200328-81200446
22995	96.724171351037	chr15:48748442-48748610
22996	92.9038751887267	chr1:51322117-51322161 chr1:51330436-51330477 chr1:51344990-51345043
22997	84.4716197508076	chr11:133909068-133909277 chr11:133911885-133912007 chr11:133922568-133922730 chr11:133926915-133927091
22998	63.4645982498011	chr4:41360840-41360936 chr4:41613074-41613098 chr4:41620423-41620690 chr4:41626707-41627010 chr4:41629491-41629734 chr4:41631147-41631477 chr4:41632748-41632867 chr4:41632976-41633085 chr4:41633547-41633808 chr4:41670717-41670792
22999	70.7100591715976	chr6:72182283-72183149 chr6:72213122-72213222 chr6:72217188-72217243 chr6:72225704-72225735 chr6:72242313-72242437 chr6:72250920-72251092 chr6:72252760-72252832 chr6:72291933-72292046 chr6:72295936-72295966 chr6:72302514-72302525
23	100	
230	100	
2300	0	chr16:86578723-86579761
23001	100	
23002	100	
23005	100	
23007	96.2093515489706	chr3:155483365-155483376 chr3:155486146-155486206 chr3:155675996-155676039 chr3:155704145-155704224
23008	87.5280059746079	chr7:130070643-130070809
2301	0	chr1:47416315-47417275
23011	76.6423357664234	chr12:71755129-71755288
23012	100	
23013	99.2370572207085	chr1:15848067-15848150
23014	87.3617693522907	chr12:117190217-117190456
23015	11.3238512035011	chr15:34381410-34381613 chr15:34381700-34381856 chr15:34381967-34382068 chr15:34382150-34382251 chr15:34382385-34382529 chr15:34382796-34383053 chr15:34383440-34383528 chr15:34383745-34383853 chr15:34383960-34384047 chr15:34385047-34385157 chr15:34385253-34385338 chr15:34387832-34387952 chr15:34389643-34389691
23016	100	
23017	98.3385254413292	chr12:49903777-49903792
23019	92.9739224429131	chr16:58543384-58543903
2302	0	chr17:76137352-76138120 chr17:76139897-76140395
23020	100	
23022	82.0638820638821	chr4:168877891-168878394 chr4:168896548-168896599 chr4:168926212-168926385
23023	85.3298611111111	chr3:129688474-129688531 chr3:129723963-129723990 chr3:129794323-129794362 chr3:129832773-129832779 chr3:129880308-129880512
23024	73.6016572950577	chr3:73433638-73433707 chr3:73474454-73474538 chr3:73569150-73569162 chr3:73624102-73624825
23025	75.0387897595035	chr19:17606053-17606354 chr19:17623541-17623547 chr19:17630144-17630288 chr19:17640510-17640661 chr19:17655273-17655382 chr19:17655882-17656398 chr19:17676011-17676041 chr19:17688177-17688199
23026	79.8696724198662	chr13:108629844-108629872 chr13:109140263-109141376
23028	86.8164794007491	chr1:23019596-23019947
23029	100	
2303	0	chr16:86567335-86568841
23030	80.4044820989341	chr19:5119652-5119852 chr19:5137261-5137338 chr19:5144247-5144412 chr19:5150357-5150450 chr19:5151334-5151511
23031	68.4104119282285	chr19:18097792-18097831 chr19:18128399-18128458 chr19:18143762-18144007 chr19:18144465-18144693 chr19:18146880-18147017 chr19:18149190-18149726
23032	98.499127399651	chr1:77745420-77745462
23033	100	
23034	71.7734855136084	chr14:54567916-54568112 chr14:54748814-54748924 chr14:54760160-54760494
23035	100	
23036	94.5721271393643	chr6:87155591-87155759 chr6:87218595-87218731 chr6:87243474-87243611
23037	100	
23038	100	
23039	99.4275384151853	chr8:21919770-21919788
2304	0	chr9:97853914-97855036
23040	80.1764543700028	chr2:1791235-1791262 chr2:1840759-1840843 chr2:1892036-1892287 chr2:1942981-1943334
23041	99.2540168324407	chr12:62588855-62588893
23042	40.1956947162427	chr16:14975199-14975220 chr16:14997752-14997826 chr16:14998339-14998405 chr16:15001775-15001856 chr16:15004186-15004333 chr16:15006393-15006583 chr16:15008778-15008847 chr16:15009680-15009759 chr16:15016128-15016213 chr16:15017119-15017168 chr16:15017320-15017422 chr16:15018839-15018965 chr16:15026642-15026706 chr16:15028877-15029032 chr16:15029950-15030056 chr16:15138878-15138976
23043	85.932944606414	chr3:171108064-171108162 chr3:171123595-171123702 chr3:171128713-171128878 chr3:171157459-171157664
23046	97.1845047923323	chr1:200973520-200973578 chr1:200983055-200983094 chr1:201023342-201023383
23047	100	
23048	88.9476467477525	chr9:129923843-129924026 chr9:130042951-130042975
23049	85.9172775816816	chr16:18835932-18836212 chr16:18859021-18859181 chr16:18864001-18864144 chr16:18868189-18868354 chr16:18872493-18872624 chr16:18879494-18879719 chr16:18889371-18889585 chr16:18892217-18892354 chr16:18925949-18926041
2305	100	
23051	100	
23052	80	chr11:95089927-95090227
23053	66.5175498967653	chr10:73785878-73786086 chr10:73791858-73792852 chr10:73794540-73794639 chr10:73801016-73801195 chr10:73801315-73801776
23054	100	
23057	100	
23059	95.5792682926829	chr16:3533098-3533155
2306	0	chr1:47438135-47439623
23060	100	
23061	92.5033112582781	chr5:179867444-179867495 chr5:179904701-179904812 chr5:179907703-179907821
23062	95.0511027434104	chr16:23510320-23510411
23063	100	
23064	100	
23065	100	
23066	75.979602791197	chr3:12796720-12796788 chr3:12807305-12807460 chr3:12808209-12808333 chr3:12810058-12810324 chr3:12812989-12813095 chr3:12825469-12825639
23067	0	chr12:121804737-121804911 chr12:121805117-121805216 chr12:121805834-121806105 chr12:121808207-121808320 chr12:121809602-121810835 chr12:121814105-121814930 chr12:121817032-121817294 chr12:121817369-121817704 chr12:121817798-121817904 chr12:121819403-121819895 chr12:121822489-121823749 chr12:121825199-121825366 chr12:121827518-121827650 chr12:121827734-121827854 chr12:121827932-121828070 chr12:121830065-121830239
2307	100	
23070	100	
23071	100	
23072	100	
23074	94.2528735632184	chr12:100047942-100048196
23075	94.3502824858757	chr11:9664179-9664278
23076	62.6253815961622	chr21:43659664-43659794 chr21:43687515-43688240
23077	97.8541076487252	chr13:77326473-77326775
23078	97.1562337437142	chr13:41960852-41961015
2308	67.9695431472081	chr13:40665582-40666212
23080	95.2114111054508	chr7:32495709-32495802
23081	93.677494199536	chr9:6720948-6720997 chr9:7076433-7076500 chr9:7105401-7105500
23082	96.9255340387303	chr10:102133068-102133221
23085	98.5664131070802	chr12:1480842-1480890
23086	99.7995991983968	chr11:108593722-108593733
23087	70.6989247311828	chr8:27310800-27311235
23089	0	chr7:94656586-94656591 chr7:94663333-94665682
2309	69.2687747035573	chr6:108561208-108561829
23090	16.7486409526275	chr16:49635659-49638874
23091	93.324088748019	chr13:45957126-45957297 chr13:45959482-45959646
23092	98.1312127236581	chr5:142771329-142771375
23093	100	
23094	62.5792023853895	chr19:38081565-38083099 chr19:38193536-38193780 chr19:38204126-38204208 chr19:38206096-38206240
23095	99.1123836793128	chr1:10273013-10273031 chr1:10279096-10279138
23096	56.9577225408965	chrX:53234218-53235184 chrX:53235782-53235832 chrX:53243331-53243471 chrX:53266964-53267064 chrX:53281495-53281521 chrX:53291894-53291924 chrX:53320416-53321123
23097	100	
23098	30.1739926739927	chr17:28372032-28372502 chr17:28381202-28381821 chr17:28384838-28384930 chr17:28385039-28385275 chr17:28388173-28388276
23099	100	
231	93.0280957336108	chr7:134458996-134459062
2310	14.6118721461187	chr17:18672308-18673055
23101	96.2962962962963	chr3:183179379-183179503
23102	80.7917383820998	chr15:77998159-77998355 chr15:78077292-78077652
23105	100	
23107	96.6897613548884	chr5:72241646-72241688
23108	82.7244023455119	chr17:3018060-3018198 chr17:3026349-3026464 chr17:3026943-3027070
23109	0	chr12:48996739-48998666 chr12:48999078-48999287
23111	100	
23112	89.2553191489362	chr22:40246014-40246102 chr22:40270121-40270280 chr22:40281118-40281289 chr22:40301149-40301333
23113	100	
23114	91.7930204572804	chr1:204978967-204979069 chr1:204997169-204997406
23116	97.0048670909772	chr14:45046544-45046703
23117	0	chr16:21402283-21402981 chr16:21403233-21404379 chr16:21404381-21405293 chr16:21406653-21406689 chr16:21406798-21406859 chr16:21410933-21411129 chr16:21411241-21411341 chr16:21414956-21415085 chr16:21424978-21425098
23118	99.6658711217184	chr6:149218770-149218776
23119	98.5405405405405	chr22:21442831-21442857
2312	1.14046603216278	chr1:152302699-152314747
23120	90.266692622153	chr5:160684834-160685220 chr5:160785558-160785670
23122	89.3454776530396	chr3:33559124-33559175 chr3:33574472-33574496 chr3:33594950-33594968 chr3:33604153-33604209 chr3:33619602-33619738 chr3:33658973-33658989 chr3:33717807-33718002
23125	98.8387437318554	chr17:4986953-4986958 chr17:4987592-4987629
23126	100	
23127	83.3248081841432	chr1:183930228-183930289 chr1:184037094-184037357
23129	71.6890264877881	chr3:129575468-129575562 chr3:129578328-129578433 chr3:129586587-129586719 chr3:129605328-129606639
2313	100	
23130	86.93724420191	chr11:64897411-64897494 chr11:64902509-64902680 chr11:64903589-64903660 chr11:64907254-64907439 chr11:64912326-64912423 chr11:64914080-64914233
23131	100	
23132	82.9928952042629	chr3:51590420-51590559 chr3:51627552-51627754 chr3:51637081-51637503
23133	90.2554961378491	chrX:53937980-53938059 chrX:53943363-53943402 chrX:54042630-54042820 chrX:54044874-54044890
23135	47.7703235990529	chr17:7847545-7849728 chr17:7851647-7851796 chr17:7853209-7853521
23136	99.7907949790795	chr18:5393472-5393478
23137	100	
23138	100	
23139	93.1577021587999	chr1:45803895-45804072 chr1:45932256-45932273 chr1:46000958-46000979 chr1:46030606-46030761
2314	95.6600361663653	chr17:18256525-18256597 chr17:18258446-18258476 chr17:18258627-18258690
23140	95.2130634157253	chr17:4008882-4008954 chr17:4142541-4142895
23141	86.3957597173145	chr12:132727241-132727443 chr12:132761617-132761798
23142	82.4427480916031	chr4:51843242-51843267 chr4:51843585-51843742
23143	78.3003300330033	chr13:46553396-46553703 chr13:46715559-46715664 chr13:46750539-46750650
23144	67.0863938440014	chr8:143440040-143440363 chr8:143440935-143441120 chr8:143468616-143468659 chr8:143475397-143475585 chr8:143536256-143536453
23148	0	chr7:45080508-45080523 chr7:45080639-45080762 chr7:45080875-45081022 chr7:45081116-45081263 chr7:45081600-45081672 chr7:45081754-45081867 chr7:45082107-45086112 chr7:45088827-45088894
23149	83.6531365313653	chr19:17778608-17778884 chr19:17787681-17787846
2315	100	
23150	97.8580562659846	chr3:69313451-69313517
23151	92.2340425531915	chr22:46577261-46577290 chr22:46676599-46676668 chr22:46682410-46682455
23152	51.2431300706621	chr19:42271783-42274577 chr19:42284704-42284771 chr19:42287809-42287975 chr19:42292955-42293281 chr19:42294823-42295191
23154	80.0637232589895	chr1:35565226-35565663
23155	100	
23157	97.6709241172051	chrX:119693075-119693105
23158	96.5724751439037	chr4:140755915-140756045
2316	95.3197347015392	chrX:154370872-154371245
23160	88.9863547758285	chr2:28894698-28894923
23161	87.9162702188392	chr7:17816181-17816289 chr7:17830009-17830047 chr7:17832483-17832503 chr7:17880966-17881033 chr7:17882813-17882943 chr7:17940283-17940295
23162	78.0029658922392	chr16:1706339-1706657 chr16:1762350-1762481 chr16:1763656-1763783 chr16:1764300-1764459 chr16:1768476-1768626
23163	68.4696569920844	chr17:75237448-75237532 chr17:75239374-75239571 chr17:75239788-75240108 chr17:75240341-75240412 chr17:75261547-75261587
23164	31.1759956942949	chr17:17042752-17042971 chr17:17137915-17138429 chr17:17158431-17159002 chr17:17164108-17167915
23165	100	
23166	98.5479311231046	chr3:52513129-52513241
23167	91.5781188508461	chr8:131904312-131904322 chr8:131953817-131953967 chr8:131988689-131988740
23168	80.1487680148768	chr15:41417115-41417313 chr15:41438320-41438431 chr15:41464770-41464885
23169	100	
2317	98.8174613158888	chr3:58131926-58132019
23170	79.6818881477681	chr22:43168773-43168912 chr22:43176319-43176396 chr22:43186892-43187069
23171	95.4887218045113	chr3:32106711-32106758
23172	100	
23173	70.6484641638225	chr4:98995753-98995867 chr4:99028866-99028918 chr4:99034229-99034342 chr4:99035399-99035460
23174	37.9047037263286	chr16:87411515-87412976 chr16:87491668-87492238
23175	88.8779203685423	chr2:11677647-11677728 chr2:11713755-11713812 chr2:11741419-11741428 chr2:11776085-11776193 chr2:11791707-11791785
23176	98.0911330049261	chr5:132777107-132777137
23177	100	
23178	100	
23179	100	
2318	96.0612691466083	chr7:128837159-128837257 chr7:128842574-128842698 chr7:128849975-128850074
23180	100	
23181	88.7993387063443	chr21:46459131-46459222 chr21:46529091-46529183 chr21:46538482-46538602 chr21:46554574-46554696 chr21:46554821-46554933
23184	100	
23185	90.8080376229158	chr10:814636-814850
23186	75.3061224489796	chr14:102592886-102593187 chr14:102593265-102593325
23187	100	
23189	100	
2319	93.3812949640288	chr17:28885856-28885947
23190	100	
23191	82.2965388213283	chr15:22916476-22917011 chr15:22927905-22928028 chr15:22980795-22980891
23192	87.9012345679012	chr2:241668539-241668685
23193	100	
23194	100	
23195	100	
23196	67.1630295250321	chr9:93451915-93452709 chr9:93515666-93515767 chr9:93529352-93529733
23197	100	
23198	95.6435998565794	chr2:53970542-53970784
23199	68.0381471389646	chr16:85613391-85613398 chr16:85633913-85634132 chr16:85656342-85656665 chr16:85661145-85661765
23200	99.2143658810325	chr3:182793759-182793786
23201	96.2264150943396	chr11:73425021-73425048
23203	95.4745443117536	chr9:136410668-136410739
23204	100	
23205	100	
23207	83.0519480519481	chr1:15716706-15716816 chr1:15725316-15725545 chr1:15732349-15732529
23208	100	
23209	100	
2321	94.7038327526132	chr13:28368577-28368663 chr13:28399043-28399118 chr13:28494779-28494843
23210	100	
23211	48.0387162506368	chr19:47066355-47067869 chr19:47072351-47072713 chr19:47112423-47112584
23212	0	chr8:66429131-66430229
23213	100	
23214	100	
23215	77.7659950512549	chr1:171514535-171514645 chr1:171532342-171532961 chr1:171536028-171536278 chr1:171557239-171558143
23216	92.5459317585302	chr4:38051898-38052060 chr4:38053105-38053225
23217	50.3333333333333	chr19:3805948-3806125 chr19:3807171-3807269 chr19:3810749-3810845 chr19:3816673-3816845 chr19:3820181-3820290 chr19:3825229-3825407 chr19:3827470-3827653 chr19:3831302-3831556 chr19:3852454-3852614 chr19:3868964-3869017
23218	84.5149700598802	chr3:46979861-46979912 chr3:46988047-46988077 chr3:46994454-46994553 chr3:46995031-46995633 chr3:47001919-47002288 chr3:47008988-47009124
23219	75.8992805755396	chr1:224114129-224114396
2322	98.5362608117099	chr13:28100467-28100510
23220	75.0668806848582	chr11:59172595-59172806 chr11:59189161-59189323 chr11:59199683-59199773
23221	96.9630281690141	chr8:22994583-22994639 chr8:22995871-22995882
23223	100	
23224	100	
23225	97.054698457223	chr3:13420059-13420226
23228	90.3244837758112	chr3:16885039-16885366
23229	95.1367781155015	chrX:63755157-63755205 chrX:63785115-63785145
2323	80.4195804195804	chr19:49478908-49479047
23230	95.915217614981	chr9:77339515-77339911
23231	91.5254237288136	chr4:25757533-25757606 chr4:25862674-25862836 chr4:25863455-25863512
23232	58.4792823579667	chr10:94402613-94403584
23233	87.9191919191919	chr2:72182889-72182905 chr2:72184074-72184187 chr2:72499900-72499972 chr2:72514633-72514680 chr2:72731006-72731052
23234	77.0304568527919	chr10:73247009-73247189
23235	95.1359084406295	chr11:111602563-111602698
23236	100	
23237	0	chr8:142613080-142614271
23239	46.8574743763295	chr18:62715683-62717259 chr18:62978261-62979431
2324	91.939364773821	chr5:180608131-180608159 chr5:180608280-180608284 chr5:180618769-180618920 chr5:180619020-180619109 chr5:180649487-180649545
23240	91.0230073952342	chr4:153466397-153466521 chr4:153467210-153467281 chr4:153473844-153473888 chr4:153550072-153550141 chr4:153555786-153555910
23241	82.2627737226277	chr14:105314918-105315037 chr14:105380079-105380154 chr14:105381913-105382058 chr14:105384878-105384987 chr14:105385684-105385717
23242	86.7467097667975	chr7:51065135-51065449 chr7:51073341-51073385 chr7:51083057-51083228 chr7:51316592-51316633
23243	91.186943620178	chr3:15735409-15735497 chr3:15781622-15781655 chr3:15796395-15796521 chr3:15814239-15814257 chr3:15859376-15859403
23244	93.4297621966168	chr4:39845817-39845880 chr4:39862218-39862333 chr4:39926774-39926861
23245	82.7941865916549	chr9:116613531-116613605 chr9:116686696-116686805 chr9:116728991-116729096 chr9:117414496-117414938
23246	77.4479397430217	chr8:144262852-144263141 chr8:144264713-144264831 chr8:144291271-144291370
23247	81.9651995905834	chr16:27740040-27740920
23248	95.3149874914715	chr1:150364714-150364919
23250	98.914223669924	chr13:112690416-112690455
23251	100	
23252	81.5767634854772	chr1:19882513-19882734
23253	100	
23254	50.3834611537179	chr1:14598997-14599223 chr1:14924364-14924750 chr1:14929703-14929755 chr1:14929873-14930044 chr1:14960683-14960875 chr1:15094814-15094933 chr1:15101542-15101774 chr1:15103358-15103460
23255	64.565445026178	chr18:8785935-8786091 chr18:8824698-8826232
23256	96.8270214943705	chr14:30622338-30622399
23258	97.1700540262413	chr11:9264960-9265069
23259	100	
2326	100	
23261	94.3360840210052	chr1:6785530-6785575 chr1:6806982-6807088 chr1:6871756-6871765 chr1:6887653-6887725 chr1:7680172-7680215 chr1:7749770-7749791
23262	95.5802532954252	chr5:103176865-103176910 chr5:103187313-103187376 chr5:103189166-103189226
23263	80.7792887029289	chr13:112969379-112969458 chr13:113001910-113001983 chr13:113077051-113077211 chr13:113078665-113078739 chr13:113081212-113081279 chr13:113091120-113091195 chr13:113096370-113096483 chr13:113096773-113096859
23264	100	
23265	88.7601887601888	chr17:76086853-76086892 chr17:76087653-76087720 chr17:76090328-76090481
23266	100	
23268	78.7466843501326	chr10:99913952-99914076 chr10:99929607-99930763
23269	95.3692658063117	chr15:41698862-41698941 chr15:41713150-41713496
2327	100	
23270	0	chr6:116252763-116254008
23271	99.2424242424242	chr1:200828572-200828605
